window_index,split,n_samples,t_window,M_r0_c0,M_r0_c1,M_r0_c2,M_r1_c0,M_r1_c1,M_r1_c2,M_r2_c0,M_r2_c1,M_r2_c2,score_mean_-1,score_mean_0,score_mean_1
82,test,144,1460851200.0,0.09947923295281327,0.897850736926514,0.0026700301206727998,0.0059523898449829445,0.9535330132973904,0.040514596857626727,0.002908969652423793,0.8746503895196982,0.12244064082787805,0.03611353081674001,0.9086780465812009,0.055208422602059194
83,test,144,1460937600.0,0.09711922558781863,0.9003865945438516,0.0024941798683298377,0.0056056538057717665,0.9553368867355824,0.03905745945864594,0.0027218575851877817,0.8773671623260771,0.11991098008873506,0.03514891232625939,0.9110302145351703,0.05382087313857028
84,test,144,1461024000.0,0.09480812096178727,0.9028621418936638,0.00232973714454901,0.005278714409861127,0.957071418555351,0.03764986703478786,0.0025465957918093403,0.8800283625285391,0.11742504167965144,0.03421114372115258,0.9133206409925181,0.052468215286329445
85,test,144,1461110400.0,0.09254528979587712,0.9052787320521651,0.0021759781519577865,0.004970480574974448,0.9587391637907482,0.036290355634277405,0.002382450292073135,0.8826350607351189,0.11498248897280794,0.033299406887641575,0.9155509855260108,0.05114960758634772
86,test,144,1461196800.0,0.09033008722736667,0.907637689285301,0.0020322234873323434,0.004679917506907765,0.9603425954833129,0.034977487009779304,0.002228731066203085,0.8851883057324177,0.11258296320137924,0.03241291193349251,0.9177228635003439,0.04986422456616363
87,test,144,1461283200.0,0.08816185477130128,0.9099403096626391,0.0018978355660597148,0.004406044177820643,0.9618841061062523,0.03370984971592708,0.0020847895619390696,0.8876891251297391,0.11022608530832188,0.031550896170353664,0.9198378469662102,0.048611256863436224
88,test,144,1461369600.0,0.08603992215659839,0.9121878616620427,0.0017722161813588998,0.004147930878249544,0.9633660090906587,0.032486060031091765,0.0019500163293847746,0.8901385259801182,0.10791145769049701,0.030712623121410904,0.9218974655776065,0.04738991130098256
89,test,144,1461456000.0,0.08396360904326589,0.9143815867639868,0.0016548041927471678,0.003904696845139337,0.9647905404374162,0.031304762717444486,0.0018238387784810356,0.8925374953780629,0.1056386658434561,0.029897381555628755,0.9239032075264887,0.046199410917882586
90,test,144,1461542400.0,0.08193222662709382,0.9165227000346203,0.001545073338285885,0.0036755079675144984,0.9661598603998875,0.03016463163259795,0.0017057190540059114,0.8948870010340152,0.1034072799119788,0.029104484549538075,0.9258565204895077,0.04503899496095422
91,test,144,1461628800.0,0.07994507913789846,0.9186123906968877,0.0014425301652138437,0.0034595745708140484,0.967476055223833,0.02906437020535306,0.0015951520230723713,0.8971879918257034,0.10121685615122429,0.028333268577261622,0.9277588125821414,0.04390791884059706
92,test,144,1461715200.0,0.07800146523711271,0.9206518226892163,0.0013467120736710347,0.003256149280387428,0.9687411389322772,0.028002711787335394,0.0014916633701831147,0.8994413983266855,0.09906693830313129,0.027583092629227746,0.9296114533160597,0.04280545405471257
93,test,144,1461801600.0,0.07610067932024932,0.9226421352114224,0.0012571854683283644,0.003064524964186357,0.9699570551442296,0.02697841989158389,0.0013948077950064685,0.9016481333125097,0.09695705889248386,0.026853337359814048,0.9314157745560538,0.041730888084132035
94,test,144,1461888000.0,0.07424201272949685,0.9245844432576374,0.001173544012865766,0.0028840327542850423,0.9711256789172604,0.025990288328454625,0.0013041673081545056,0.9038090922450004,0.09488674044684509,0.026143404263978803,0.9331730714732994,0.04068352426272182
95,test,144,1461974400.0,0.07242475488145232,0.9264798381361682,0.0010954069823795143,0.0027140401465121935,0.9722488186049605,0.02503714124852734,0.0012193496203719352,0.9059251537352706,0.09285549664435745,0.025452714882778813,0.9348846034921331,0.039662681625088105
96,test,144,1462060800.0,0.07064819431475079,0.9283293879763023,0.0010224177089469284,0.0025539491771789592,0.9733282177212662,0.024117833101554728,0.0011399866206797816,0.9079971799861107,0.09086283339320948,0.02478071003753652,0.9365515952278932,0.038667694734570386
97,test,144,1462147200.0,0.06891161966211155,0.9301341382221577,0.0009542421157306621,0.002403194675631644,0.9743655568044954,0.023231248519872995,0.0010657329391592816,0.9100260172144637,0.08890824984637696,0.024126849092300826,0.9381752374137057,0.03769791349399354
98,test,144,1462233600.0,0.06721432055109416,0.9318951121137422,0.0008905673351636383,0.002261242591143262,0.9753624552747568,0.022376302134099912,0.0009962645902071219,0.9120124960547269,0.08699123935506609,0.02349060924414818,0.9397566878144087,0.03675270294144321
99,test,144,1462320000.0,0.06555558843763935,0.9336133111554431,0.0008311004069176253,0.0021275883924793014,0.976320473279138,0.02155193832838275,0.0009312776922416753,0.9139574319436498,0.08511129036410864,0.022871484840786774,0.9412970721260768,0.03583144303313634
100,test,144,1462406400.0,0.06393471737625907,0.9352897155722187,0.0007755670515221456,0.002001755538326715,0.9772411135197503,0.020757130941923028,0.0008704872599899152,0.9158616254876164,0.08326788725239359,0.022268986724858567,0.9427974848598618,0.03493352841527959
101,test,144,1462492800.0,0.062351004730541136,0.9369252847537944,0.000723710515664424,0.0018832940166579255,0.9781258230603433,0.01999088292299871,0.0008136260656350966,0.9177258628131052,0.08146051112125981,0.02168264160427805,0.944258990209081,0.03405836818664098
102,test,144,1462579200.0,0.06080375182744151,0.938520957687194,0.0006752904853645445,0.0017717789510100872,0.9789759951077645,0.01925222594122536,0.0007604435652551466,0.9195509159011239,0.07968864053362096,0.021111991447902254,0.9456826228986942,0.03320538565340363
103,test,144,1462665600.0,0.05929226455865582,0.9400776533779623,0.0006300820633819424,0.0016668092715912386,0.9797929707650614,0.01854021996334733,0.0007107048871302866,0.9213375429064186,0.07795175220645109,0.020556592905792447,0.9470693890164806,0.03237401807772678
104,test,144,1462752000.0,0.05781585393218848,0.9415962712604427,0.0005878748073689773,0.0015680064490765856,0.9805780407534981,0.01785395279742532,0.0006641898786448494,0.923086488462235,0.07624932165912014,0.020016016753303303,0.9484202668253919,0.03156371642130481
105,test,144,1462838400.0,0.056373836577069805,0.943077691597486,0.0005484718254440971,0.0014750132889275029,0.9813324471011838,0.017192539609888747,0.0006206922086522296,0.9247984839714086,0.07458082381993908,0.019489847358216513,0.9497362075566929,0.03077394508509064
106,test,144,1462924800.0,0.054965535204017944,0.9445227758699717,0.0005116889260104361,0.0013874927840507574,0.9820573847964014,0.016555122419547933,0.0005800185223127217,0.9264742478845384,0.072945733593149,0.018977682170127137,0.951018136183637,0.03000418164623578
107,test,144,1463011200.0,0.05359027902468958,0.9459323671565152,0.00047735381879517806,0.0013051270236139126,0.9827540034040737,0.015940869572312354,0.0005419876455515036,0.9281144859659759,0.07134352638847258,0.018479131231285,0.9522669521755217,0.029253916593193378
108,test,144,1463097600.0,0.052247404132022994,0.9473072905037467,0.0004453053642303533,0.001227616155843023,0.9834234086441219,0.015348975200035066,0.0005064298364176941,0.929719891548348,0.06977367861523423,0.01799381670809457,0.9534835302320722,0.028522653059833217
109,test,144,1463184000.0,0.05093625384404134,0.9486483532875221,0.0004153928684366278,0.0011546774026489483,0.9840666639307516,0.014778658666599498,0.00047318608075521,0.9312911457762961,0.06823566814294867,0.017521372442481833,0.9546687209981899,0.027809906559328263
110,test,144,1463270400.0,0.04965617901335672,0.9499563455654353,0.0003874754212079466,0.0010860441239574333,0.9846847918719607,0.014229164004081965,0.000442107429721763,0.9328289178400988,0.06672897473017941,0.017061443522345305,0.9558233517591649,0.027115204718489775
