chunk_idx,timestamp,true_0_pred_0,true_0_pred_1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
278,,14,0,11,23,0.7708333333333334,0.7624831309041835
279,,14,0,9,25,0.8125,0.8021071919377004
280,,12,0,15,21,0.6875,0.6761133603238867
281,,14,0,16,18,0.6666666666666666,0.6643356643356644
282,,15,1,14,18,0.6875,0.6862745098039216
283,,11,0,11,26,0.7708333333333334,0.746031746031746
284,,15,1,22,10,0.5208333333333334,0.515577007459412
285,,15,0,25,8,0.4791666666666667,0.4678492239467849
286,,12,0,15,21,0.6875,0.6761133603238867
287,,13,0,18,17,0.625,0.6223776223776224
288,,13,0,20,15,0.5833333333333334,0.5826086956521739
289,,13,0,16,19,0.6666666666666666,0.6613756613756614
290,,12,0,15,21,0.6875,0.6761133603238867
291,,13,0,18,17,0.625,0.6223776223776224
292,,12,0,14,22,0.7083333333333334,0.6950998185117967
293,,12,0,14,22,0.7083333333333334,0.6950998185117967
294,,12,0,16,20,0.6666666666666666,0.6571428571428571
295,,11,0,12,2,0.52,0.4485294117647059
296,,11,0,16,8,0.5428571428571428,0.5394736842105263
297,,12,0,24,12,0.5,0.5
298,,16,0,21,11,0.5625,0.5577007459412022
299,,13,0,23,12,0.5208333333333334,0.5206252713851498
300,,13,0,22,12,0.5319148936170213,0.5317028985507246
301,,13,0,18,17,0.625,0.6223776223776224
302,,14,0,21,13,0.5625,0.5623100303951367
303,,16,0,21,11,0.5625,0.5577007459412022
304,,12,0,22,14,0.5416666666666666,0.5408695652173914
305,,16,0,21,11,0.5625,0.5577007459412022
306,,14,0,21,13,0.5625,0.5623100303951367
307,,22,1,16,9,0.6458333333333334,0.6177985948477751
308,,24,2,10,12,0.75,0.7333333333333334
309,,18,2,20,8,0.5416666666666666,0.5208711433756805
310,,21,0,17,10,0.6458333333333334,0.6262024736601008
311,,11,0,24,12,0.48936170212765956,0.4891304347826087
312,,17,1,23,7,0.5,0.4773139745916515
313,,13,0,16,19,0.6666666666666666,0.6613756613756614
314,,14,0,20,14,0.5833333333333334,0.5833333333333334
315,,14,0,22,12,0.5416666666666666,0.5408695652173914
316,,17,0,24,7,0.5,0.4773139745916515
317,,14,0,24,10,0.5,0.49650349650349646
318,,12,0,23,13,0.5208333333333334,0.5206252713851498
319,,17,1,21,9,0.5416666666666666,0.5285714285714286
320,,15,0,20,13,0.5833333333333334,0.5826086956521739
321,,17,0,20,11,0.5833333333333334,0.5767195767195767
322,,23,3,16,6,0.6041666666666666,0.547394540942928
323,,31,6,9,1,0.6808510638297872,0.46142093200916734
324,,42,1,4,0,0.8936170212765957,0.47191011235955055
325,,24,0,14,10,0.7083333333333334,0.6812144212523719
326,,30,4,9,5,0.7291666666666666,0.6283502084574151
327,,12,0,8,4,0.6666666666666666,0.625
